Season,League,Player,Team,Age,Position,Goal-Scoring,Assist-Creation,Attack,Dribbling,Possession,Defense,Physical,Goalkeeping,PosRank,Grade,Sale,Cost
2025/26,Liga 3,Pedro Nuno,Varzim,26,CB,63.51,32.96,48.5,45.16,39.92,50,49.19,0,41,C,,
2025/26,Liga 3,João Filipe,Amarante,26,CB,86.69,46.67,45.39,14.52,32.86,36.02,26.21,0,58,D,,
2025/26,Liga 3,Fran González,Atlético CP,27,CB,26.21,32.96,19.7,11.29,39.92,30.38,22.18,0,62,F,,
2025/26,Liga 3,Rui Bruno,São João Ver,27,CB,23.79,67.34,49.08,60.22,72.58,48.39,70.16,0,18,B,,
2025/26,Liga 3,André Serra,Sanjoanense,27,CB,97.58,59.38,60.25,21.77,26.01,54.57,46.98,0,30,C,,
2025/26,Liga 3,Tiago Palancha,Lusitano Évora 1911,27,CB,69.56,32.96,36.41,12.1,61.29,13.71,21.37,0,61,E,,
2025/26,Liga 3,Zé Ricardo,Caldas,28,CB,85.89,54.34,75.92,71.77,24.6,36.69,53.02,0,28,C,,
2025/26,Liga 3,Leandro Teixeira,Fafe,28,CB,54.44,44.79,55.53,56.45,71.17,66.53,43.55,0,13,B,,
2025/26,Liga 3,Bruno Morais,São João Ver,28,CB,60.08,58.5,47.24,33.6,63.91,75.81,45.56,0,10,A,,
2025/26,Liga 3,João Batista,Fafe,28,CB,70.16,70.52,67.97,58.33,78.23,14.78,45.97,0,35,C,,
2025/26,Liga 3,Gonçalo Pimenta,Varzim,29,CB,37.5,61.99,59.79,77.96,31.05,49.19,50,0,33,C,,
2025/26,Liga 3,Nuno Tomás,CF Os Belenenses,30,CB,62.3,80.95,64.06,56.99,77.62,35.48,43.35,0,22,B,,
2025/26,Liga 3,Tiago Duque,Amora,31,CB,28.43,32.96,32.14,37.37,55.24,39.25,14.31,0,60,E,,
2025/26,Liga 3,Manuel Pedro,AD Marco 09,31,CB,29.23,75.02,49.42,53.76,68.35,39.25,35.69,0,37,C,,
2025/26,Liga 3,Cassiano,Lusitano Évora 1911,31,CB,84.07,52.72,56.8,25.81,39.92,40.46,35.89,0,45,C,,
2025/26,Liga 3,Dénis Duarte,Paredes,31,CB,60.69,42.51,55.88,63.17,80.24,64.25,64.52,0,6,A,,
2025/26,Liga 3,João Freitas,1º Dezembro,33,CB,76.41,90.46,80.76,71.24,82.26,59.81,46.37,0,1,S,,
2025/26,Liga 3,Hugo Basto,Trofense,33,CB,22.78,71.94,52.19,70.97,60.08,48.66,66.94,0,19,B,,
2025/26,Liga 3,Nuno Reis,União Santarém,35,CB,36.9,32.96,43.09,51.61,45.56,61.02,41.13,0,39,C,,
2025/26,Liga 3,Jaime Simões,União Santarém,36,CB,71.57,32.96,35.37,10.22,23.59,64.25,42.74,0,48,C,,
2025/26,Liga 3,Washington Santana,São João Ver,37,CB,20.77,49.09,36.29,57.26,50.2,49.19,54.03,0,43,C,,
2025/26,Liga 3,Miguel Lopes,Amora,39,CB,14.31,70.6,45.85,70.16,57.66,44.76,38.91,0,38,C,,
2025/26,Liga 3,António Infante,1º Dezembro,21,FB & WB,91.42,88.25,77.31,56.86,49.26,57.84,44.61,0,5,A,,
2025/26,Liga 3,Jorge Bernardo,1º Dezembro,34,FB & WB,22.3,66.02,37.11,35.62,59.56,50.98,33.33,0,42,D,,
2025/26,Liga 3,Káká,Académica,33,FB & WB,61.76,53.5,37.39,14.71,18.87,72.39,44.85,0,44,D,,
2025/26,Liga 3,Edson Farias,Académica,34,FB & WB,52.7,53.82,56.72,66.34,44.12,66.18,66.67,0,12,B,,
2025/26,Liga 3,Bruno Sousa,AD Marco 09,29,FB & WB,25,69.29,48.46,57.52,75.25,27.94,42.16,0,30,C,,
2025/26,Liga 3,Nandinho,AD Marco 09,29,FB & WB,71.08,60.07,60.08,44.44,57.11,37.91,44.61,0,22,C,,
2025/26,Liga 3,Erivaldo,AD Marco 09,32,FB & WB,79.41,20.27,53.5,36.6,18.63,42.81,55.39,0,45,D,,
2025/26,Liga 3,Tiago Ventura,Amarante,23,FB & WB,98.53,45.4,62.04,30.39,33.09,50.65,34.07,0,31,C,,
2025/26,Liga 3,Obama Ribeiro,Amarante,23,FB & WB,30.39,65.4,39.08,40.2,47.55,42.65,57.35,0,38,D,,
2025/26,Liga 3,Rui Ferreira,Amarante,24,FB & WB,63.24,69.09,54.9,46.41,34.56,38.07,50.25,0,29,C,,
2025/26,Liga 3,Joaquim Marques,Amora,22,FB & WB,81.62,56.22,63.31,45.42,41.42,49.35,39.71,0,21,C,,
2025/26,Liga 3,Fábio Pala,Amora,33,FB & WB,54.9,20.27,37.82,38.24,56.62,71.41,59.56,0,24,C,,
2025/26,Liga 3,Vicente Durand,Atlético CP,22,FB & WB,71.57,39.82,67.93,78.1,43.38,56.21,70.34,0,6,A,,
2025/26,Liga 3,Miguel Barandas,Atlético CP,26,FB & WB,94.61,95.44,87.11,75.49,87.5,22.22,45.59,0,3,S,,
2025/26,Liga 3,Paulinho,Atlético CP,34,FB & WB,36.27,53.65,35.29,16.99,77.21,72.22,34.8,0,32,C,,
2025/26,Liga 3,Diogo Clemente,Caldas,30,FB & WB,18.63,77.04,34.31,33.01,91.67,61.93,26.23,0,27,C,,
2025/26,Liga 3,Nuno Januário,Caldas,30,FB & WB,79.66,41.18,58.68,51.31,46.57,25.33,42.16,0,36,C,,
2025/26,Liga 3,João Machado,CF Os Belenenses,21,FB & WB,82.35,28.76,57.84,45.75,41.67,30.72,40.2,0,40,D,,
2025/26,Liga 3,Evandro Barros,CF Os Belenenses,26,FB & WB,44.61,71.91,72.41,95.42,21.81,30.72,67.65,0,14,B,,
2025/26,Liga 3,Miguel Bandarra,CF Os Belenenses,30,FB & WB,27.94,72.6,48.18,58.17,75.49,79.41,50.98,0,7,A,,
2025/26,Liga 3,Diogo Castro,Fafe,29,FB & WB,71.57,53.27,79.83,74.51,80.88,35.29,64.71,0,4,A,,
2025/26,Liga 3,João Vigário,Fafe,30,FB & WB,53.43,80.03,76.89,84.97,82.11,44.44,77.94,0,2,S,,
2025/26,Liga 3,Euri Carvalho,Lusitano Évora 1911,22,FB & WB,28.43,35.02,41.18,61.11,43.87,48.69,79.66,0,26,C,,
2025/26,Liga 3,João Pinto,Lusitano Évora 1911,31,FB & WB,37.5,85.51,41.04,43.46,88.97,53.59,60.54,0,13,B,,
2025/26,Liga 3,Djé Beni,Mafra,21,FB & WB,20.59,70.6,45.1,60.78,57.11,48.37,50.98,0,23,C,,
2025/26,Liga 3,Rafael Moreira,Mafra,24,FB & WB,40.2,30.98,48.18,58.5,37.99,42.16,62.75,0,37,C,,
2025/26,Liga 3,Celso Raposo,Mafra,30,FB & WB,29.9,47.12,47.34,60.13,62.5,68.95,54.9,0,15,B,,
2025/26,Liga 3,José Macedo,Paredes,22,FB & WB,20.59,37.26,39.36,64.05,22.3,55.23,52.94,0,43,D,,
2025/26,Liga 3,Diogo Outeiro,Paredes,25,FB & WB,36.27,32.62,47.06,58.5,38.97,47.88,65.93,0,33,C,,
2025/26,Liga 3,Pedro Araújo,Paredes,26,FB & WB,45.59,33.34,39.36,25.82,51.47,63.56,47.06,0,39,D,,
2025/26,Liga 3,Rui Santos,Sanjoanense,22,FB & WB,22.06,33.67,39.92,63.4,19.85,50,54.41,0,46,D,,
2025/26,Liga 3,Janico,Sanjoanense,23,FB & WB,41.67,30.12,53.36,71.9,42.89,70.42,84.07,0,11,B,,
2025/26,Liga 3,Vítinha,Sanjoanense,27,FB & WB,70.1,73.02,50.7,22.88,45.1,62.58,29.17,0,28,C,,
2025/26,Liga 3,Filipe Maio,Sanjoanense,27,FB & WB,56.37,74.95,41.46,36.6,67.16,51.31,49.75,0,18,C,,
2025/26,Liga 3,João Oliveira,São João Ver,25,FB & WB,72.3,47.12,74.51,77.78,23.77,35.95,63.97,0,16,B,,
2025/26,Liga 3,Miguel Vilela,São João Ver,26,FB & WB,41.42,61.72,54.34,52.29,81.62,44.28,41.67,0,17,C,,
2025/26,Liga 3,Joel Monteiro,São João Ver,35,FB & WB,67.16,33.67,50.7,38.56,58.09,31.7,42.89,0,41,D,,
2025/26,Liga 3,Guilherme Costa,SC Braga B,20,FB & WB,64.46,41.22,51.4,48.69,53.68,37.75,43.38,0,34,C,,
2025/26,Liga 3,Tomás Marques,SC Braga B,21,FB & WB,21.08,15.69,14.57,13.4,60.54,57.03,41.67,0,49,E,,
2025/26,Liga 3,Edu Silva,Sporting Covilhã,25,FB & WB,15.69,30.78,11.48,11.76,50.74,55.23,25,0,51,F,,
2025/26,Liga 3,Filipe Garcia,Sporting Covilhã,26,FB & WB,36.76,54.58,38.94,36.6,27.7,33.99,16.67,0,50,F,,
2025/26,Liga 3,Miguel Silva,Sporting Covilhã,27,FB & WB,26.47,50.99,46.92,66.67,58.33,50.33,59.31,0,19,C,,
2025/26,Liga 3,J. Oliveira,Trofense,21,FB & WB,77.45,52.29,72.97,89.22,14.46,47.88,73.53,0,9,B,,
2025/26,Liga 3,Edu,Trofense,26,FB & WB,72.55,30.44,48.32,39.22,35.78,64.05,36.27,0,35,C,,
2025/26,Liga 3,Joel Ferreira,Trofense,34,FB & WB,51.23,20.27,37.11,21.24,41.42,42.48,39.46,0,48,E,,
2025/26,Liga 3,David Monteiro,União Santarém,22,FB & WB,66.67,33.67,52.38,34.64,54.17,31.54,10.05,0,47,E,,
2025/26,Liga 3,João Ricardo,União Santarém,24,FB & WB,60.05,66.96,71.85,86.27,37.25,83.17,81.13,0,1,S,,
2025/26,Liga 3,Luís Filipe,Varzim,24,FB & WB,49.26,50.99,65.55,87.91,56.37,50,53.68,0,10,B,,
2025/26,Liga 3,Talocha,Varzim,36,FB & WB,55.39,48.7,44.82,24.84,54.17,72.88,45.59,0,25,C,,
2025/26,Liga 3,Rodrigo Silva,Vitória SC B,19,FB & WB,23.53,39.19,31.37,47.71,62.5,72.88,69.12,0,20,C,,
2025/26,Liga 3,Francisco Dias,Vitória SC B,23,FB & WB,36.27,56.22,52.52,69.61,66.91,59.48,71.32,0,8,B,,
2025/26,Liga 3,Paulo Lima,1º Dezembro,27,MF,68.64,62.99,57.99,48.31,66.95,66.95,54.24,0,9,A,,
2025/26,Liga 3,Vitó,1º Dezembro,28,MF,36.44,60.83,54.12,55.08,65.04,27.26,28.39,0,40,C,,
2025/26,Liga 3,Miguel Abreu,1º Dezembro,32,MF,66.95,28.62,43.83,23.16,31.78,64.27,23.31,0,52,D,,
2025/26,Liga 3,António Montez,Académica,24,MF,75.42,49.11,54.84,48.31,17.16,61.16,72.88,0,29,C,,
2025/26,Liga 3,Leandro Silva,Académica,32,MF,63.35,93.33,61.99,54.52,78.81,18.93,26.27,0,17,B,,
2025/26,Liga 3,Marcos Paulo,Académica,37,MF,95.13,45.57,62.35,35.59,30.08,38.42,50,0,39,C,,
2025/26,Liga 3,Bruno Guimarães,AD Marco 09,27,MF,94.49,49.12,74.46,61.02,58.05,13.14,40.89,0,23,C,,
2025/26,Liga 3,Diogo Silva,AD Marco 09,29,MF,61.23,71.79,75.42,90.96,48.73,45.62,66.95,0,7,A,,
2025/26,Liga 3,Fábio Pacheco,AD Marco 09,37,MF,51.06,23.82,21.67,10.17,10.59,89.97,44.92,0,55,E,,
2025/26,Liga 3,Duarte Duarte,AD Marco 09,38,MF,58.05,32.3,71.31,82.49,35.17,35.45,52.54,0,28,C,,
2025/26,Liga 3,Fernando Almeida,Amarante,23,MF,23.31,46.84,48.31,68.36,50.21,68.64,74.15,0,16,B,,
2025/26,Liga 3,Harruna Innusah,Amarante,26,MF,12.08,28.62,10.53,5.65,25,56.07,40.68,0,59,F,,
2025/26,Liga 3,M. Cunha,Amarante,26,MF,68.01,69.19,78.57,85.31,27.97,25.85,54.45,0,18,B,,
2025/26,Liga 3,Faissal Zangré,Amarante,29,MF,73.52,27.43,51.82,47.46,15.89,19.07,34.75,0,56,E,,
2025/26,Liga 3,Pedro Teixeira,Amora,21,MF,54.87,62.52,55.21,52.26,42.37,81.21,59.53,0,11,B,,
2025/26,Liga 3,Filipe Marques,Amora,28,MF,11.23,66.94,31.96,49.72,75.64,17.8,30.51,0,49,D,,
2025/26,Liga 3,Hélio Cruz,Amora,32,MF,13.35,32.91,23.85,39.83,34.75,51.98,60.81,0,54,E,,
2025/26,Liga 3,Mauro Antunes,Amora,34,MF,68.64,83.47,68.16,70.34,54.87,31.92,51.06,0,13,B,,
2025/26,Liga 3,Catarino Pascoal,Atlético CP,18,MF,72.03,65.06,77.72,76.27,49.36,59.46,62.71,0,5,A,,
2025/26,Liga 3,César Sousa,Atlético CP,25,MF,63.35,35.69,59.69,52.54,86.65,67.09,66.95,0,6,A,,
2025/26,Liga 3,Ricardo Dias,Atlético CP,35,MF,38.77,28.62,25.79,5.65,65.68,65.82,36.86,0,51,D,,
2025/26,Liga 3,Matheus Palmério,Caldas,24,MF,61.86,23.82,44.79,30.51,34.32,72.03,38.14,0,47,C,,
2025/26,Liga 3,Pipo,Caldas,29,MF,25,69.68,51.09,62.43,79.87,65.54,60.81,0,8,A,,
2025/26,Liga 3,Diogo Paulo,CF Os Belenenses,24,MF,49.15,85.57,72.4,87.57,69.07,62.43,72.46,0,1,S,,
2025/26,Liga 3,Tiago Morgado,CF Os Belenenses,32,MF,33.69,54.94,33.9,32.49,56.78,62.71,59.75,0,36,C,,
2025/26,Liga 3,Filipe Cardoso,Fafe,31,MF,62.29,25.75,35.84,26.55,54.66,75.99,57.63,0,33,C,,
2025/26,Liga 3,Vasco Braga,Fafe,32,MF,48.09,88.67,60.77,51.13,93.22,39.27,29.87,0,10,B,,
2025/26,Liga 3,João Oliveira,Fafe,34,MF,86.02,40.72,82.57,88.98,62.92,40.25,73.94,0,4,A,,
2025/26,Liga 3,Botche Candé,Lusitano Évora 1911,22,MF,27.97,28.62,33.41,37.85,65.47,61.3,48.31,0,42,C,,
2025/26,Liga 3,Tiago Baptista,Lusitano Évora 1911,30,MF,65.89,69.3,64.77,55.65,49.15,30.93,31.14,0,30,C,,
2025/26,Liga 3,Martim Águas,Lusitano Évora 1911,32,MF,83.47,78.62,78.69,71.19,86.02,44.63,58.47,0,2,S,,
2025/26,Liga 3,Andrey,Mafra,22,MF,51.91,57.66,52.3,51.13,13.56,71.33,60.81,0,34,C,,
2025/26,Liga 3,Braima Sambú,Mafra,25,MF,50.21,32.3,41.16,39.27,64.62,67.09,59.75,0,24,C,,
2025/26,Liga 3,R. Pinto,Mafra,34,MF,57.84,63.94,52.91,35.88,56.57,60.73,33.69,0,26,C,,
2025/26,Liga 3,David Veiga,Paredes,26,MF,21.82,45.91,40.31,55.08,38.35,49.72,71.4,0,45,C,,
2025/26,Liga 3,Pedro Ferreira,Paredes,26,MF,28.6,33.71,37.29,50.85,60.38,84.32,78.39,0,14,B,,
2025/26,Liga 3,Vasco Gomes,Sanjoanense,25,MF,55.72,32.91,45.88,41.81,32.84,46.33,53.6,0,48,D,,
2025/26,Liga 3,Edu Pinheiro,Sanjoanense,28,MF,82.2,58.12,52.42,26.55,32.2,53.25,40.89,0,41,C,,
2025/26,Liga 3,Andrezinho,Sanjoanense,30,MF,88.77,79.31,70.7,42.37,39.41,14.12,32.63,0,38,C,,
2025/26,Liga 3,João Castro,São João Ver,24,MF,73.52,23.82,64.04,77.4,35.17,28.11,66.53,0,31,C,,
2025/26,Liga 3,Rodrigo Valente,São João Ver,25,MF,50.21,59.13,57.14,50.56,48.73,52.26,50.42,0,27,C,,
2025/26,Liga 3,Barbosa,São João Ver,27,MF,37.5,54,50.12,53.67,80.93,41.38,49.58,0,20,B,,
2025/26,Liga 3,João Lomba,SC Braga B,18,MF,16.95,48.9,25.3,29.94,49.36,23.16,24.15,0,58,E,,
2025/26,Liga 3,Tiago Ferreira,SC Braga B,19,MF,56.36,28.62,35.59,21.75,38.35,59.46,26.27,0,53,D,,
2025/26,Liga 3,Rodrigo Ferreira,Sporting Covilhã,24,MF,42.58,48.96,39.59,48.02,55.3,42.09,34.75,0,46,C,,
2025/26,Liga 3,Angelo Barbosa,Sporting Covilhã,26,MF,37.08,44.73,42.98,55.37,33.26,66.24,73.73,0,32,C,,
2025/26,Liga 3,Mica,Sporting Covilhã,33,MF,20.76,53.92,34.38,36.72,65.68,28.81,44.49,0,50,D,,
2025/26,Liga 3,Ruca,Trofense,23,MF,39.83,50.38,64.65,73.16,36.02,57.77,59.53,0,19,B,,
2025/26,Liga 3,João Daniel,Trofense,23,MF,13.77,23.82,14.16,16.67,69.7,47.6,25,0,57,E,,
2025/26,Liga 3,Reko,Trofense,26,MF,26.06,66.62,53.03,70.9,41.31,40.68,44.28,0,37,C,,
2025/26,Liga 3,Idrissa Camará,União Santarém,23,MF,31.99,28.62,37.05,51.98,38.14,62.15,64.83,0,44,C,,
2025/26,Liga 3,Marco Grilo,União Santarém,32,MF,31.78,71.14,36.2,39.55,64.62,75.85,40.25,0,21,B,,
2025/26,Liga 3,Martim Boloto,Varzim,22,MF,18.86,48.71,32.69,48.31,62.5,51.69,45.97,0,43,C,,
2025/26,Liga 3,Francisco França,Varzim,24,MF,72.03,54.05,73,75.14,54.66,35.59,56.36,0,12,B,,
2025/26,Liga 3,Rúben Oliveira,Varzim,31,MF,39.62,61.82,31.96,31.64,53.6,71.19,44.92,0,35,C,,
2025/26,Liga 3,Zeega,Vitória SC B,17,MF,61.65,43.88,75.42,88.7,43.64,28.39,61.86,0,15,B,,
2025/26,Liga 3,Santiago Silva,Vitória SC B,18,MF,74.15,36.69,52.66,51.69,48.52,51.55,56.78,0,25,C,,
2025/26,Liga 3,Ricardo Rocha,Vitória SC B,22,MF,40.04,32.3,43.83,54.52,56.99,69.35,59.96,0,22,C,,
2025/26,Liga 3,Hugo Nunes,Vitória SC B,24,MF,64.83,85.57,75.42,74.01,63.35,58.62,75.85,0,3,S,,
2025/26,Liga 3,A. Duarte,SC Braga B,20,AM & W,24.73,57.16,34.8,54.26,53.99,21.99,43.35,0,38,E,,
2025/26,Liga 3,Rodrigo Duarte,Vitória SC B,20,AM & W,43.88,82.56,57.45,56.74,76.06,36.52,51.06,0,13,B,,
2025/26,Liga 3,S. Iheanacho,Mafra,21,AM & W,94.15,37.24,59.57,30.85,18.88,25.89,35.11,0,39,E,,
2025/26,Liga 3,Vasconcelos,SC Braga B,21,AM & W,45.48,54.59,39.82,37.23,59.31,37.94,43.35,0,30,D,,
2025/26,Liga 3,M. Tepe,Vitória SC B,21,AM & W,54.52,46.6,53.65,60.64,15.16,77.13,59.04,0,21,C,,
2025/26,Liga 3,Guilherme  Paula,Vitória SC B,21,AM & W,68.62,53.82,58.05,36.88,23.14,37.23,31.91,0,33,D,,
2025/26,Liga 3,Miguel Nogueira,Vitória SC B,21,AM & W,94.95,42.61,71.73,60.28,47.34,51.06,57.71,0,10,B,,
2025/26,Liga 3,Tim,AD Marco 09,21,AM & W,45.48,33.25,47.57,58.87,64.89,44.15,63.3,0,24,C,,
2025/26,Liga 3,R. Coelho Fernandes,Académica,21,AM & W,83.51,67.78,58.51,34.04,51.6,55.85,28.72,0,18,C,,
2025/26,Liga 3,Rodrigo Mordomo,SC Braga B,21,AM & W,65.69,32.61,48.63,45.39,35.11,65.96,52.39,0,26,D,,
2025/26,Liga 3,M. Moreno,Paredes,22,AM & W,54.79,60.89,73.1,79.43,60.11,65.78,84.04,0,4,S,,
2025/26,Liga 3,Miguel Rebelo,Varzim,22,AM & W,60.64,26.58,26.44,13.12,62.5,55.67,37.5,0,42,E,,
2025/26,Liga 3,Rodrigo Matos,Mafra,22,AM & W,71.01,88.36,66.11,51.77,36.17,30.5,44.41,0,16,C,,
2025/26,Liga 3,Daniel Carvalho,Vitória SC B,22,AM & W,21.28,63.62,41.19,37.23,77.66,23.05,27.93,0,36,E,,
2025/26,Liga 3,B. Souza,Académica,22,AM & W,56.12,60.35,51.37,60.64,59.57,69.68,84.57,0,9,B,,
2025/26,Liga 3,G. Águas,União Santarém,22,AM & W,10.64,52.49,38.6,63.12,56.65,63.3,49.47,0,25,D,,
2025/26,Liga 3,Diogo Sequeira,Varzim,22,AM & W,29.52,79.88,42.86,49.29,61.17,39.36,47.87,0,23,C,,
2025/26,Liga 3,Kiko Félix,Sanjoanense,23,AM & W,22.07,36.86,30.24,35.11,68.88,35.82,27.93,0,45,F,,
2025/26,Liga 3,Daniel Silva,Varzim,23,AM & W,17.55,14.88,46.35,85.11,23.14,58.87,80.85,0,28,D,,
2025/26,Liga 3,Juan Herrera,Atlético CP,23,AM & W,55.85,46.79,36.17,24.82,46.28,81.74,45.74,0,27,D,,
2025/26,Liga 3,Mauro Ribeiro,AD Marco 09,23,AM & W,36.7,26.22,39.51,43.26,47.07,32.09,41.76,0,44,F,,
2025/26,Liga 3,David Rebelo,CF Os Belenenses,23,AM & W,63.83,42.18,55.47,30.85,65.96,22.7,21.01,0,34,D,,
2025/26,Liga 3,Carlos Daniel,Fafe,24,AM & W,32.45,22.32,35.71,44.33,48.14,48.4,36.97,0,43,E,,
2025/26,Liga 3,Yuk Jinyoung,Paredes,24,AM & W,85.9,75.47,80.24,75.89,26.6,75.35,77.13,0,3,S,,
2025/26,Liga 3,João Couto,Sanjoanense,24,AM & W,78.72,44.23,68.09,59.93,33.78,50.35,73.4,0,14,B,,
2025/26,Liga 3,Picas,Fafe,25,AM & W,82.45,62.81,79.03,79.08,67.02,51.42,80.05,0,1,S,,
2025/26,Liga 3,Franco Almara,Lusitano Évora 1911,25,AM & W,44.68,69.03,68.39,87.94,51.06,47.16,72.87,0,5,A,,
2025/26,Liga 3,Afonso,CF Os Belenenses,25,AM & W,72.61,40.05,54.41,26.6,74.47,74.47,37.5,0,19,C,,
2025/26,Liga 3,Afonso Valente,CF Os Belenenses,25,AM & W,32.45,60.92,18.69,7.8,65.69,47.7,17.02,0,46,F,,
2025/26,Liga 3,Á. Gomes,Varzim,25,AM & W,22.34,38.1,50.91,81.91,21.28,69.68,86.97,0,20,C,,
2025/26,Liga 3,Zé Gata,Caldas,25,AM & W,62.77,30.48,67.63,84.75,34.31,46.99,70.21,0,15,C,,
2025/26,Liga 3,Jailson Gomes,Sporting Covilhã,25,AM & W,36.97,26.87,23.86,26.24,56.65,72.7,61.97,0,37,E,,
2025/26,Liga 3,F. Cruz,Sporting Covilhã,26,AM & W,15.69,46.24,33.13,56.38,43.62,57.45,60.64,0,31,D,,
2025/26,Liga 3,Lénio Neves,Mafra,26,AM & W,33.24,74.43,25.68,9.22,67.55,67.73,22.61,0,35,E,,
2025/26,Liga 3,Dino Semedo,Amora,27,AM & W,34.84,54.89,52.13,79.43,63.56,77.84,77.66,0,7,A,,
2025/26,Liga 3,Diogo Leitão,CF Os Belenenses,27,AM & W,89.1,37.2,46.66,7.09,25.53,29.43,14.63,0,47,F,,
2025/26,Liga 3,Erik,Paredes,28,AM & W,61.7,62.75,44.83,16.67,47.87,29.96,19.68,0,41,E,,
2025/26,Liga 3,Nuninho,Trofense,28,AM & W,48.4,69.44,68.24,76.24,38.56,71.28,64.1,0,6,A,,
2025/26,Liga 3,Marculino Ninte,Mafra,28,AM & W,77.13,66.94,57.75,42.55,27.39,51.95,39.36,0,22,C,,
2025/26,Liga 3,Joãozinho,Varzim,29,AM & W,37.23,54.19,49.85,56.38,76.06,47.52,64.36,0,17,C,,
2025/26,Liga 3,S. Davou,Lusitano Évora 1911,29,AM & W,41.76,27.71,59.57,81.56,65.96,63.83,70.74,0,12,B,,
2025/26,Liga 3,Nuno Pereira,São João Ver,30,AM & W,85.37,55.48,84.5,83.69,61.17,60.99,60.9,0,2,S,,
2025/26,Liga 3,Ednilson Furtado,Amora,30,AM & W,48.67,49.19,49.24,45.39,38.3,48.94,39.1,0,29,D,,
2025/26,Liga 3,Miguel Lopes,Amora,30,AM & W,71.81,75.51,72.8,61.35,87.77,22.34,34.84,0,8,A,,
2025/26,Liga 3,Caleb,Atlético CP,33,AM & W,40.96,82.54,51.67,45.04,91.22,53.01,43.88,0,11,B,,
2025/26,Liga 3,Ivandro,Trofense,35,AM & W,31.65,31.84,47.42,72.34,13.3,29.79,61.7,0,40,E,,
2025/26,Liga 3,Candeias,Académica,38,AM & W,10.11,34.02,32.37,43.26,62.5,71.45,52.66,0,32,D,,
2025/26,Liga 3,Manu,União Santarém,20,CF,34.62,42.73,64.1,89.32,52.24,45.94,64.42,0,11,C,,
2025/26,Liga 3,Miguel Vaz,Vitória SC B,20,CF,57.69,47.86,39.19,24.79,32.05,42.95,34.29,0,34,E,,
2025/26,Liga 3,T. Wander,Sanjoanense,22,CF,58.01,52.13,54.4,63.68,48.72,63.89,66.99,0,10,C,,
2025/26,Liga 3,Éberth,União Santarém,22,CF,43.59,31.13,29.3,19.23,44.23,59.19,35.58,0,36,F,,
2025/26,Liga 3,Caio Santana,Atlético CP,22,CF,42.31,78.55,70.33,82.48,71.79,80.56,79.81,0,2,S,,
2025/26,Liga 3,Chamito Alfândega,Varzim,22,CF,52.24,21.36,50.55,67.09,12.82,56.62,77.24,0,19,D,,
2025/26,Liga 3,Cuba,Académica,23,CF,80.77,49.62,54.4,32.91,48.72,29.27,24.68,0,25,D,,
2025/26,Liga 3,C. Niang,Sporting Covilhã,23,CF,48.72,24.78,60.99,90.6,33.97,39.53,69.23,0,14,C,,
2025/26,Liga 3,Pedro Clemente,Varzim,23,CF,52.56,38.46,44.14,35.04,30.13,35.9,41.67,0,33,E,,
2025/26,Liga 3,Pedro Marques,São João Ver,23,CF,57.69,21.36,56.78,64.53,66.35,88.46,75.96,0,6,B,,
2025/26,Liga 3,Yan Said,SC Braga B,23,CF,8.01,57.91,20.88,26.5,67.95,55.56,36.22,0,38,F,,
2025/26,Liga 3,André Liberal,Sporting Covilhã,23,CF,41.67,21.36,30.77,37.61,28.85,42.95,33.97,0,39,F,,
2025/26,Liga 3,M. Niang,Mafra,24,CF,74.04,64.58,54.58,30.77,40.38,42.74,39.1,0,18,D,,
2025/26,Liga 3,Balelo,Paredes,24,CF,87.18,21.36,52.75,37.18,33.01,18.16,37.5,0,31,E,,
2025/26,Liga 3,A. Idache,Amarante,24,CF,71.79,58.97,64.65,42.74,13.46,20.3,42.63,0,22,D,,
2025/26,Liga 3,Diogo Cardoso,1º Dezembro,24,CF,71.15,27.77,42.67,27.78,56.09,77.14,51.28,0,17,D,,
2025/26,Liga 3,Daniel Rodrigues,Amarante,24,CF,41.67,68.61,49.08,63.68,75,61.32,58.01,0,12,C,,
2025/26,Liga 3,Erick Teixeira Lima,São João Ver,25,CF,34.62,38.39,54.03,73.08,37.18,54.27,47.12,0,20,D,,
2025/26,Liga 3,Nicolás Souza,Atlético CP,25,CF,88.14,70.58,72.89,61.54,45.83,60.04,66.03,0,3,A,,
2025/26,Liga 3,Bruno Ventura,União Santarém,25,CF,22.76,70.23,40.84,47.44,91.03,45.94,37.82,0,24,D,,
2025/26,Liga 3,Théo Fonseca,Fafe,25,CF,18.59,32.05,29.49,36.32,63.46,48.93,33.01,0,37,F,,
2025/26,Liga 3,J. Saint-Louis,Amarante,26,CF,52.88,84.08,75.09,96.58,46.47,36.54,64.1,0,5,A,,
2025/26,Liga 3,Kibe,AD Marco 09,26,CF,50,47,56.78,44.87,77.24,35.47,50.96,0,16,C,,
2025/26,Liga 3,E. Ayiah,União Santarém,26,CF,20.51,27.77,47.07,82.48,25.64,60.04,53.53,0,26,D,,
2025/26,Liga 3,Rúben Fonseca,Paredes,26,CF,41.03,67.01,37.18,16.67,72.44,55.98,45.83,0,29,D,,
2025/26,Liga 3,Gonçalo Chaves,Caldas,26,CF,76.28,73.5,69.6,49.57,44.23,52.56,39.1,0,9,B,,
2025/26,Liga 3,João Oliveira,Amora,27,CF,43.27,52.99,39.01,37.61,37.82,31.84,41.03,0,35,E,,
